#TF	target
Mig1	YLL043W
Mig1	YLL043W
Mig1	YGL234W
Mig1	tW(CCA)J
Mig1	YAL037W
Mig1	YDL151C
Mig1	YGR112W
Mig1	YLR417W
Mig1	YMR189W
Mig1	YGR215W
Mig1	YNR046W
Mig1	YDR441C
Mig1	YDR441C
Mig1	YDL099W
Mig1	YLR044C
Mig1	YDL088C
Mig1	YLR377C
Mig1	YDL078C
Mig1	YMR065W
Mig1	YCR094W
Mig1	YGR012W
Mig1	YJR159W
Mig1	YGL253W
Mig1	YGL253W
Mig1	YGR217W
Mig1	YGR098C
Mig1	MALT
Mig1	MAL61
Mig1	YOL117W
Mig1	YDR137W
Mig1	YFR004W
Mig1	YBR159W
Mig1	YEL069C
Mig1	YER040W
Mig1	YLR415C
Mig1	YOR361C
Mig1	YAL012W
Mig1	YOL157C
Mig1	YOL157C
Mig1	YBR020W
Mig1	YLR376C
Mig1	YDR484W
Mig1	YGL002W
Mig1	YDL246C
Mig1	YFR003C
Mig1	YGR099W
Mig1	YPR057W
Mig1	YGL035C
Mig1	YGL035C
Mig1	YLR416C
Mig1	YPL213W
Mig1	YOR025W
Mig1	YIL172C
Mig1	YIL172C
Mig1	YPR058W
Mig1	YJR095W
Mig1	YCR073C
Mig1	YEL070W
Mig1	YGR011W
Mig1	YBL057C
Mig1	YIL155C
Mig1	YMR163C
Mig1	YEL058W
Mig1	YPL029W
Mig1	YOR023C
Mig1	YKR086W
Mig1	YDR528W
Mig1	YJL219W
Mig1	YBR121C
Mig1	YLR241W
Mig1	YDR403W
Rph1	YOL121C
Rph1	YDR210C-D
Rph1	tM(CAU)J2
Rph1	YJR045C
Rph1	YDR471W
Rph1	YCL065W
Rph1	YIL148W
Rph1	YPL015C
Rph1	tL(UAA)B1
Rph1	YCR107W
Rph1	YER013W
Rph1	YDR446W
Rph1	YDL176W
Rph1	YBR056W
Rph1	YBR036C
Rph1	YDR427W
Rph1	YDR282C
Rph1	YLR439W
Rph1	YDR245W
Rph1	YDR155C
Rph1	YBL005W
Rph1	YDR183W
Rph1	YDR472W
Rph1	YDR152W
Rph1	YER177W
Rph1	YDR004W
Rph1	snR6
Rph1	YDR158W
Rph1	YHR155W
Rph1	YDR450W
Rph1	YHL002W
Rph1	YKL033W
Rph1	YLL015W
Rph1	YDR157W
Rph1	YDR363W-A
Rph1	YKL120W
Rph1	YML100W
Rph1	snR190
Rph1	YCL063W
Rph1	YEL060C
Rph1	YLR338W
Rph1	YDR188W
Rph1	YAR042W
Rph1	YOR386W
Rph1	YJR100C
Rph1	YPL014W
Rph1	YLL034C
Rph1	YLL034C
Rph1	tW(CCA)J
Rph1	YDR068W
Rph1	YKL033W-A
Rph1	YDR480W
Rph1	YPL253C
Rph1	YBL059W
Rph1	YLR339C
Rph1	YLR336C
Rph1	YLR313C
Rph1	YJL126W
Rph1	YJL067W
Rph1	YJL067W
Rph1	YDR067C
Rph1	YDR449C
Rph1	YEL013W
Rph1	YJR046W
Rph1	YKR062W
Rph1	YGL148W
Rph1	YCR105W
Rph1	YBR033W
Rph1	YLR341W
Rph1	YJL068C
Rph1	YJL068C
Rph1	YDL206W
Rph1	YPL251W
Rph1	YDR473C
Rph1	YLR082C
Rph1	YDR377W
Rph1	YFR017C
Rph1	YDR151C
Rph1	YDR484W
Rph1	YLR302C
Rph1	YML101C
Rph1	YDR156W
Rph1	YDR084C
Rph1	YBR126C
Rph1	YPL039W
Rph1	YKR026C
Rph1	YNL241C
Rph1	YDR154C
Rph1	YDR154C
Rph1	YBR032W
Rph1	tE(UUC)E3
Rph1	YER138C
Rph1	YLL033W
Rph1	YEL059W
Ppr1	YLR420W
Ppr1	YGR188C
Ppr1	YJL204C
Ppr1	YOR021C
Ppr1	YPR051W
Ppr1	YJL023C
Ppr1	YOR091W
Ppr1	YOR094W
Ppr1	YJL203W
Ppr1	YOR093C
Ppr1	YPR081C
Ppr1	YDR048C
Ppr1	YKL203C
Ppr1	YDR142C
Ppr1	YJL180C
Ppr1	YNR054C
Ppr1	YDR294C
Ppr1	YLR419W
Ppr1	YLR418C
Ppr1	YOR090C
Ppr1	YEL021W
Ppr1	YKL202W
Ppr1	YKL216W
Ppr1	YER022W
Ppr1	YJL179W
Ppr1	YKR051W
Ppr1	YPR049C
Mig3	YER190W
Mig3	YEL070W
Mig3	YCR018C-A
Mig3	YCR019W
Mig3	YFR017C
Mig3	YFR017C
Mig3	YIL162W
Mig3	YJR158W
Mig3	YJR158W
Mig3	YER189W
Mig3	YER189W
Mig3	YDL246C
Mig3	YDL246C
Mig3	YBR229C
Mal63	MALS
Mal63	MALS
Gts1	YLR429W
Gts1	YFR040W
Gts1	YAL067C
Gts1	YGL242C
Gts1	YBR098W
Gts1	YOL083W
Gts1	YDR222W
Gts1	YDR284C
Gts1	YDR282C
Gts1	YNL167C
Gts1	YKL221W
Gts1	YEL073C
Gts1	YOL088C
Gts1	YFL011W
Gts1	YGR127W
Gts1	YMR259C
Gts1	YNR072W
Gts1	YOL130W
Gts1	YOR296W
Gts1	YPR047W
Gts1	YGR043C
Gts1	YGR016W
Gts1	YGL246C
Gts1	YFL012W
Gts1	YFL053W
Gts1	YAL065C
Gts1	YOL041C
Gts1	YGR027C
Gts1	YGR027C
Gts1	YFR039C
Gts1	YKL005C
Gts1	YPR051W
Gts1	YFR020W
Gts1	YDL092W
Gts1	YEL072W
Gts1	YMR246W
Gts1	YEL019C
Gts1	YCR018C-A
Gts1	YAL068C
Gts1	YOL082W
Gts1	YBR273C
Gts1	YDR223W
Gts1	YLL026W
Gts1	YOL128C
Gts1	YLR430W
Gts1	YDL098C
Gts1	YDL102W
Gts1	YGR125W
Gts1	YLR428C
Gts1	YEL018W
Gts1	YER165W
Gts1	YDL180W
Gts1	YHR134W
Gts1	YAL064C-A
Gts1	YER163C
Gts1	YER138C
Gts1	YKL004W
Gts1	YKL220C
Gts1	YPR049C
Fkh1	YJR111C
Fkh1	YPR194C
Fkh1	YPR194C
Fkh1	YML052W
Fkh1	YML064C
Fkh1	YPR034W
Fkh1	YHR048W
Fkh1	YHR090C
Fkh1	YIL076W
Fkh1	YLR209C
Fkh1	YLR209C
Fkh1	YLL007C
Fkh1	YEL015W
Fkh1	YBR030W
Fkh1	YIL158W
Fkh1	YFR052W
Fkh1	YMR086W
Fkh1	YBR050C
Fkh1	YMR197C
Fkh1	YPR035W
Fkh1	YPR035W
Fkh1	YOR358W
Fkh1	YKL204W
Fkh1	YHR119W
Fkh1	YDR378C
Fkh1	YGR268C
Fkh1	YML104C
Fkh1	YPR196W
Fkh1	YFR019W
Fkh1	YDL085W
Fkh1	YHR095W
Fkh1	YBR104W
Fkh1	YER070W
Fkh1	YLR353W
Fkh1	YOR357C
Fkh1	YKR055W
Fkh1	YGR171C
Fkh1	YBR157C
Fkh1	YPL117C
Fkh1	YFR018C
Fkh1	YBL082C
Fkh1	YGL092W
Fkh1	YDL017W
Fkh1	YNL101W
Fkh1	YML100W
Fkh1	YML100W
Fkh1	YMR183C
Fkh1	YPL155C
Fkh1	YFR051C
Fkh1	YPL140C
Fkh1	YER123W
Fkh1	YNL174W
Fkh1	YKR054C
Fkh1	YGR041W
Fkh1	YIL015W
Fkh1	YOL023W
Fkh1	YOL165C
Fkh1	YBR288C
Fkh1	YBL083C
Fkh1	YBR109C
Fkh1	YJR092W
Fkh1	YMR085W
Fkh1	YIL077C
Fkh1	YDR179C
Fkh1	YBR289W
Fkh1	YKL096W-A
Fkh1	YKL171W
Fkh1	YDR325W
Fkh1	YHR200W
Fkh1	YGR270W
Fkh1	YIL159W
Fkh1	YGL116W
Fkh1	YOL024W
Fkh1	YCR075W-A
Fkh1	YLR406C
Fkh1	YBR029C
Fkh1	YJL101C
Fkh1	YJL101C
Fkh1	YHR182W
Fkh1	YGR098C
Fkh1	YDR146C
Fkh1	YDR146C
Fkh1	YNL145W
Fkh1	YDR003W
Fkh1	YLR210W
Fkh1	YCL069W
Fkh1	YFR004W
Fkh1	YLR300W
Fkh1	YLR352W
Fkh1	YGR040W
Fkh1	YHR143W
Fkh1	YHR143W
Fkh1	YDR027C
Fkh1	YLR286C
Fkh1	YLR286C
Fkh1	YDR113C
Fkh1	YGL257C
Fkh1	YGR091W
Fkh1	YOR312C
Fkh1	YKL069W
Fkh1	YMR199W
Fkh1	YBR077C
Fkh1	YGL028C
Fkh1	YGL028C
Fkh1	YJL190C
Fkh1	YCR093W
Fkh1	YMR117C
Fkh1	YNL091W
Fkh1	YHR084W
Fkh1	YMR215W
Fkh1	YMR215W
Fkh1	YHR118C
Fkh1	YDR108W
Fkh1	YNL104C
Fkh1	YHR183W
Fkh1	YFL038C
Fkh1	YGL256W
Fkh1	YBL057C
Fkh1	YDR452W
Fkh1	YDL018C
Fkh1	YPL141C
Fkh1	YGL007C-A
Fkh1	YPR104C
Fkh1	YOL031C
Fkh1	YER032W
Fkh1	YJL103C
Fkh1	YOR297C
Fkh1	YJR112W
Fkh1	YPR075C
Fkh1	YLR407W
Fkh1	YHR083W
Fkh1	YOL030W
Fkh1	YDR407C
Fkh1	YKR058W
Fkh1	YDR284C
Fkh1	YBR139W
Fkh1	YBR139W
Fkh1	YPL227C
Fkh1	YMR184W
Fkh1	YFR044C
Fkh1	YFR044C
Fkh1	YCL055W
Fkh1	YBL081W
Fkh1	YBR138C
Fkh1	YBL097W
Fkh1	YBL056W
Fkh1	YMR076C
Fkh1	YHR142W
Fkh1	YAR070C
Fkh1	YBR070C
Fkh1	YKR059W
Fkh1	YER063W
Fkh1	YCR092C
Fkh1	YHR085W
Fkh1	YER031C
Fkh1	YLR113W
Fkh1	YEL016C
Fkh1	YKL097C
Fkh1	YNL092W
Fkh1	YJR091C
Fkh1	YNL093W
Fkh1	YFL037W
Fkh1	YBR162W-A
Fkh1	YKL157W
Fkh1	YDR002W
Fkh1	YDR115W
Fkh1	YGR052W
Fkh1	YOL114C
Fkh1	YJL189W
Fkh1	YDR179W-A
Fkh1	YHR094C
Fkh1	YDR451C
Fkh1	YCL063W
Fkh1	YBR071W
Fkh1	YPR013C
Fkh1	YBR078W
Fkh1	YDR324C
Fkh1	YER125W
Fkh1	YMR079W
Fkh1	YMR263W
Fkh1	YOL113W
Fkh1	YER155C
Fkh1	YGL006W-A
Fkh1	YLR131C
Fkh1	YER122C
Fkh1	YCR075C
Fkh1	YDR085C
Fkh1	YDR500C
Fkh1	YPR195C
Fkh1	YNR046W
Fkh1	YGR188C
Fkh1	YJL078C
Fkh1	YJL078C
Fkh1	YLR399C
Fkh1	YDR370C
Fkh1	YDR263C
Fkh1	YMR144W
Fkh1	YJL212C
Fkh1	YOR313C
Fkh1	YGR092W
Fkh1	YMR078C
Fkh1	YBR163W
Fkh1	YMR214W
Fkh1	YDL084W
Fkh1	YPR119W
Fkh1	YPR119W
Fkh1	YOR315W
Fkh1	YGL007W
Fkh1	YGL255W
Fkh1	YPL226W
Fkh1	YGR050C
Fkh1	YBR158W
Fkh1	YHR087W
Fkh1	YHR087W
Fkh1	YCL064C
Fkh1	YJR094C
Fkh1	YFR023W
Fkh1	YER124C
Fkh1	YLL026W
Fkh1	YLL026W
Fkh1	YHR199C
Fkh1	YFR003C
Fkh1	YGR099W
Fkh1	YML101C
Fkh1	YBR110W
Fkh1	YPL116W
Fkh1	YHR117W
Fkh1	YPL032C
Fkh1	YDR084C
Fkh1	YNL213C
Fkh1	YLR400W
Fkh1	YGL093W
Fkh1	YCL052C
Fkh1	YNL176C
Fkh1	YDR107C
Fkh1	YMR198W
Fkh1	YPL139C
Fkh1	YBR103W
Tos4	YAR060C
Tos4	YBR198C
Tos4	YBR042C
Tos4	YCR088W
Tos4	YBR118W
Tos4	YGR189C
Tos4	YHR151C
Tos4	YHR163W
Tos4	YOL073C
Tos4	YBR170C
Tos4	YER039C-A
Tos4	YKL108W
Tos4	YBR261C
Tos4	YBL058W
Tos4	YPL207W
Tos4	YLR383W
Tos4	YPL194W
Tos4	YNL154C
Tos4	YHR083W
Tos4	YBR094W
Tos4	YDL053C
Tos4	YDR067C
Tos4	YDL155W
Tos4	YFR015C
Tos4	YPR139C
Tos4	YPR064W
Tos4	YDR066C
Tos4	YDL088C
Tos4	YDL178W
Tos4	YDR160W
Tos4	YNL086W
Tos4	YBL003C
Tos4	YDR487C
Tos4	YPR174C
Tos4	YIL020C
Tos4	YGL184C
Tos4	YER023W
Tos4	YJL154C
Tos4	YCL038C
Tos4	YER104W
Tos4	YDL090C
Tos4	YNL068C
Tos4	YMR172C-A
Tos4	YGR198W
Tos4	YKR069W
Tos4	YGL118C
Tos4	YIL099W
Tos4	YKR027W
Tos4	YEL040W
Tos4	YNL147W
Tos4	YLR249W
Tos4	YFL008W
Tos4	YIL094C
Tos4	YMR286W
Tos4	YLL005C
Tos4	YDR511W
Tos4	YPL173W
Tos4	YJL159W
Tos4	YMR140W
Tos4	YLR071C
Tos4	YCR066W
Tos4	YJL138C
Tos4	YKR089C
Tos4	YHR185C
Tos4	YNL071W
Tos4	YOR251C
Tos4	YDL175C
Tos4	YER181C
Tos4	YHR017W
Tos4	YGR020C
Tos4	YOR303W
Tos4	YJR101W
Tos4	YJL210W
Tos4	YGL238W
Tos4	YOL117W
Tos4	YKR043C
Tos4	YDR315C
Tos4	YGL081W
Tos4	YIL142W
Tos4	YER145C
Tos4	YOR393W
Tos4	YMR266W
Tos4	YHL015W
Tos4	YPR065W
Tos4	YDL120W
Tos4	YFR021W
Tos4	YBR278W
Tos4	YNL221C
Tos4	YAL043C
Tos4	YER106W
Tos4	YDR320C
Tos4	YLR039C
Tos4	YBR067C
Tos4	YHR061C
Tos4	YBL073W
Tos4	YJR014W
Tos4	YER031C
Tos4	YLL008W
Tos4	YFR037C
Tos4	YGR154C
Tos4	YBL001C
Tos4	YBR161W
Tos4	YOL032W
Tos4	YFR013W
Tos4	YML076C
Tos4	YLR084C
Tos4	YDR042C
Tos4	YBR176W
Tos4	YPR066W
Tos4	YNL077W
Tos4	YLL002W
Tos4	YIL023C
Tos4	YDR260C
Tos4	YER055C
Tos4	YBL093C
Tos4	YDR031W
Tos4	YER091C
Tos4	YKL138C
Tos4	YBL082C
Tos4	YGL151W
Tos4	YCR083W
Tos4	YPR169W
Tos4	YJL071W
Tos4	YER178W
Tos4	YBR270C
Tos4	YGR015C
Tos4	YFL052W
Tos4	YCL028W
Tos4	YCL074W
Tos4	YHR102W
Tos4	YHR063C
Tos4	YGL062W
Tos4	YGL207W
Tos4	YER072W
Tos4	YOR252W
Tos4	YPL070W
Tos4	YPR110C
Tos4	YEL021W
Tos4	YCR028C-A
Tos4	YFR001W
Tos4	YER139C
Tos4	YLR400W
Tos4	YPL270W
Tos4	YHR084W
Tos4	YCL067C
Tos4	YBL022C
Tos4	YER159C
Tos4	YBL029W
Tos4	YMR275C
Tos4	YEL068C
Tos4	YPR135W
Tos4	YBL013W
Tos4	YER116C
Tos4	YLR181C
Tos4	YOR204W
Tos4	YER140W
Tos4	YBR165W
Tos4	YDR239C
Tos4	YJR061W
Tos4	YPR188C
Tos4	YPR068C
Tos4	YDR479C
Tos4	YOR208W
Tos4	YNR017W
Tos4	YGR197C
Tos4	YOL129W
Tos4	YDR257C
Tos4	YMR163C
Tos4	YGL016W
Tos4	YBR235W
Tos4	YPL083C
Tos4	YNL338W
Tos4	YNL052W
Tos4	YJR129C
Tos4	YER147C
Tos4	YBR243C
Tos4	YCR100C
Tos4	YFR027W
Tos4	YPL040C
Tos4	YKL068W
Tos4	YHR020W
Tos4	YLR072W
Tos4	YOL034W
Tos4	YHR019C
Tos4	YGR283C
Tos4	YDR080W
Tos4	YPL172C
Tos4	YKR041W
Tos4	YLR435W
Tos4	YOR143C
Tos4	YLR136C
Tos4	YHR042W
Tos4	YGR131W
Tos4	YNR018W
Tos4	YNR039C
Tos4	YGR150C
Tos4	YMR299C
Tos4	YDR089W
Tos4	YHR147C
Tos4	YDR085C
Tos4	YNR036C
Tos4	YGR215W
Hap5	YLR429W
Hap5	YFL027C
Hap5	YHR001W
Hap5	YPR020W
Hap5	YMR192W
Hap5	YBR167C
Hap5	YGL133W
Hap5	YMR256C
Hap5	YCL065W
Hap5	YGL135W
Hap5	YDL181W
Hap5	YGR204W
Hap5	YBR217W
Hap5	YBR216C
Hap5	YDL066W
Hap5	YLR169W
Hap5	YDL176W
Hap5	YLL027W
Hap5	YGL004C
Hap5	YDL001W
Hap5	YDR543C
Hap5	YJR077C
Hap5	YLR295C
Hap5	YMR284W
Hap5	YGR271W
Hap5	YNL061W
Hap5	YDR494W
Hap5	YHR194W
Hap5	YER048W-A
Hap5	YMR195W
Hap5	YJR078W
Hap5	YJL145W
Hap5	YBL043W
Hap5	YPR145W
Hap5	YHR051W
Hap5	YHR051W
Hap5	YDR544C
Hap5	YOR303W
Hap5	YPL018W
Hap5	YLR395C
Hap5	YJR121W
Hap5	YGL191W
Hap5	YJR048W
Hap5	YJR048W
Hap5	YDR529C
Hap5	YGR234W
Hap5	YLR219W
Hap5	YDR244W
Hap5	YBL099W
Hap5	YDR232W
Hap5	YLR049C
Hap5	YBR025C
Hap5	YNL339C
Hap5	YLR038C
Hap5	YLR296W
Hap5	YPL019C
Hap5	YHR050W
Hap5	YER045C
Hap5	YOL091W
Hap5	YLR456W
Hap5	YOR296W
Hap5	YBR038W
Hap5	YNR001C
Hap5	YLR467W
Hap5	YPR191W
Hap5	YPR191W
Hap5	YKL015W
Hap5	YOR154W
Hap5	YBR039W
Hap5	YKL062W
Hap5	YPL270W
Hap5	YML119W
Hap5	YDL075W
Hap5	YGR143W
Hap5	YLR046C
Hap5	YHL012W
Hap5	YLR220W
Hap5	YOR268C
Hap5	YML054C
Hap5	YOR302W
Hap5	YPR190C
Hap5	YDR495C
Hap5	YJR079W
Hap5	YNL338W
Hap5	YNL052W
Hap5	YBR243C
Hap5	YDL154W
Hap5	YDR545W
Hap5	YDR385W
Hap5	YKL217W
Hap5	YOR269W
Hap5	YHR011W
Hap5	YDR179C
Hap5	YDR503C
Hap5	YBR275C
Hap5	YLL028W
Hap5	YMR258C
Hap5	snR37
Hap5	YLR171W
Hap5	YLR168C
Hap5	YPL207W
Hap5	YPL271W
Hap5	YLR399C
Hap5	YBL044W
Hap5	YCR028C
Hap5	YNL009W
Hap5	YCR105W
Hap5	YDR372C
Hap5	YLR105C
Hap5	YBR007C
Hap5	YOR344C
Hap5	YML089C
Hap5	YDR034C
Hap5	YDR317W
Hap5	YLR011W
Hap5	YDR299W
Hap5	YEL072W
Hap5	YLR294C
Hap5	YDL067C
Hap5	YBR168W
Hap5	YCR018C-A
Hap5	YDR384C
Hap5	YLR463C
Hap5	YDR522C
Hap5	YBL045C
Hap5	YCR076C
Hap5	YBL011W
Hap5	YDR473C
Hap5	YGL255W
Hap5	YGL001C
Hap5	YDR377W
Hap5	YGR050C
Hap5	YOR065W
Hap5	YOR065W
Hap5	YDR030C
Hap5	YBL001C
Hap5	YDR373W
Hap5	YDL014W
Hap5	YEL025C
Hap5	YFR023W
Hap5	YDR042C
Hap5	YOR064C
Hap5	YDR031W
Hap5	YOL092W
Hap5	YJR011C
Hap5	YML091C
Hap5	YDR298C
Hap5	YER174C
Hap5	YLR335W
Hap5	YNR054C
Hap5	YLL026W
Hap5	YEL024W
Hap5	YIL012W
Hap5	YPL208W
Hap5	YHR001W-A
Hap5	YML088W
Hap5	YOR090C
Hap5	YDL102W
Hap5	YDR077W
Hap5	YLR400W
Hap5	YML120C
Hap5	YLR350W
Hap5	YMR194W
Hap5	YKL016C
Hap5	YDR159W
Hap5	YGL187C
Hap5	YIL013C
Hap5	YNL337W
Hap5	YBR244W
Hap5	YFL026W
Hap5	YFL026W
Hap5	YJL148W
Hap5	YJR082C
Hap5	YDR528W
Hap5	YGL193C
Hap5	YHR193C
Hap5	YKL182W
Hap5	YNL289W
Hap5	YGR183C
Mcm1	YDL037C
Mcm1	YGL133W
Mcm1	YPR156C
Mcm1	YGL021W
Mcm1	YDR461W
Mcm1	YDR461W
Mcm1	YEL004W
Mcm1	YHR152W
Mcm1	YBR041W
Mcm1	YGR085C
Mcm1	YPL276W
Mcm1	YPL276W
Mcm1	YNL058C
Mcm1	YKL032C
Mcm1	YBR086C
Mcm1	YIL158W
Mcm1	YDR462W
Mcm1	YJL023C
Mcm1	YDR378C
Mcm1	YOR094W
Mcm1	YOR094W
Mcm1	YDR472W
Mcm1	YPR196W
Mcm1	YMR031C
Mcm1	YMR031C
Mcm1	YJL170C
Mcm1	YPL147W
Mcm1	YBR067C
Mcm1	YBR067C
Mcm1	YLR083C
Mcm1	YER070W
Mcm1	YNL232W
Mcm1	YNL232W
Mcm1	YOL012C
Mcm1	YIL048W
Mcm1	YDR032C
Mcm1	YDL017W
Mcm1	YGL008C
Mcm1	YGL008C
Mcm1	YEL032W
Mcm1	YLR273C
Mcm1	YPL070W
Mcm1	YCL056C
Mcm1	YAR064W
Mcm1	YIL139C
Mcm1	YDR254W
Mcm1	YER044C
Mcm1	YJL158C
Mcm1	YCR024C-B
Mcm1	YGR047C
Mcm1	YGR041W
Mcm1	YOR246C
Mcm1	YIL015W
Mcm1	YNL328C
Mcm1	YMR122W-A
Mcm1	YJR092W
Mcm1	YBL059W
Mcm1	YPL275W
Mcm1	YPL275W
Mcm1	YDR179C
Mcm1	YHR150W
Mcm1	YDL227C
Mcm1	YNR063W
Mcm1	YHR023W
Mcm1	YHL029C
Mcm1	YEL046C
Mcm1	YDR372C
Mcm1	YGL116W
Mcm1	YKL219W
Mcm1	YMR001C
Mcm1	YMR001C
Mcm1	YOR344C
Mcm1	YOR344C
Mcm1	YDR506C
Mcm1	YOR340C
Mcm1	YOR340C
Mcm1	YNL145W
Mcm1	YOR342C
Mcm1	YOR342C
Mcm1	YDL089W
Mcm1	YNL056W
Mcm1	YDR509W
Mcm1	YLR189C
Mcm1	YGR106C
Mcm1	YFL028C
Mcm1	YFL028C
Mcm1	YLR452C
Mcm1	YGR279C
Mcm1	YKR040C
Mcm1	YEL001C
Mcm1	YJL011C
Mcm1	YJL060W
Mcm1	YHL028W
Mcm1	YDR402C
Mcm1	YBR077C
Mcm1	YLR029C
Mcm1	YLR029C
Mcm1	YIL106W
Mcm1	YBL026W
Mcm1	YNR044W
Mcm1	YOR247W
Mcm1	YHR084W
Mcm1	YPL148C
Mcm1	YLR272C
Mcm1	YGL145W
Mcm1	YDR452W
Mcm1	YAL038W
Mcm1	YMR001C-A
Mcm1	YHL025W
Mcm1	YHL025W
Mcm1	YGL007C-A
Mcm1	YIL069C
Mcm1	YNL289W
Mcm1	YOR354C
Mcm1	YBR092C
Mcm1	YBR087W
Mcm1	YKL059C
Mcm1	YNR061C
Mcm1	YLR274W
Mcm1	YCR065W
Mcm1	YOR388C
Mcm1	YOR388C
Mcm1	YPR091C
Mcm1	YHR137W
Mcm1	YHR137W
Mcm1	YKL164C
Mcm1	YAL023C
Mcm1	YDR309C
Mcm1	YML058W
Mcm1	YJL049W
Mcm1	YDR524C-B
Mcm1	YML110C
Mcm1	YJL160C
Mcm1	YML059C
Mcm1	YKL104C
Mcm1	YGL134W
Mcm1	YJR094W-A
Mcm1	YER150W
Mcm1	YER150W
Mcm1	YPL071C
Mcm1	YJL157C
Mcm1	YJL157C
Mcm1	YLR256W
Mcm1	YNL298W
Mcm1	YKL185W
Mcm1	YGR143W
Mcm1	YGR143W
Mcm1	YBR078W
Mcm1	YAL039C
Mcm1	YOR066W
Mcm1	YLR367W
Mcm1	YLL018C
Mcm1	YGL006W-A
Mcm1	YGL202W
Mcm1	YKR041W
Mcm1	YFR007W
Mcm1	YJR004C
Mcm1	YJR007W
Mcm1	YKL105C
Mcm1	YML054C-A
Mcm1	YPR155C
Mcm1	YJL115W
Mcm1	YLR262C
Mcm1	YNR062C
Mcm1	YHL026C
Mcm1	YGR168C
Mcm1	YCR028C
Mcm1	YER149C
Mcm1	YLR105C
Mcm1	YDL090C
Mcm1	YMR032W
Mcm1	YKL209C
Mcm1	YHL009C
Mcm1	YHL009C
Mcm1	YER112W
Mcm1	YGR108W
Mcm1	YGR108W
Mcm1	YOR315W
Mcm1	YPL235W
Mcm1	YOL082W
Mcm1	YPL111W
Mcm1	YPL111W
Mcm1	YNL277W
Mcm1	YBR158W
Mcm1	YPL122C
Mcm1	YDR031W
Mcm1	YBL093C
Mcm1	YBL093C
Mcm1	YDR191W
Mcm1	YPR113W
Mcm1	YPR113W
Mcm1	YLR056W
Mcm1	YHR099W
Mcm1	YLR190W
Mcm1	YLR110C
Mcm1	YHR022C
Mcm1	YOR319W
Mcm1	YJR054W
Mcm1	YLR034C
Mcm1	YMR255W
Mcm1	YDR033W
Mcm1	YDR033W
Mcm1	YDR253C
Mcm1	YDR253C
Mcm1	YPL256C
Mcm1	YKL058W
Mcm1	YMR071C
Mcm1	YOR022C
Mcm1	YOR022C
Mcm1	YJL148W
Mcm1	YJL148W
Mcm1	YCL054W
Mcm1	YDR403W
Mcm1	YDR210C-D
Mcm1	YDR210C-D
Mcm1	YDR525W-A
Mcm1	YPL255W
Mcm1	YGR189C
Mcm1	YDR389W
Mcm1	YPR194C
Mcm1	YML052W
Mcm1	YNR028W
Mcm1	YBR167C
Mcm1	YBR167C
Mcm1	YFL016C
Mcm1	YOR355W
Mcm1	YIL076W
Mcm1	YML050W
Mcm1	YLR342W
Mcm1	YLR254C
Mcm1	YBR091C
Mcm1	YKR069W
Mcm1	YIL122W
Mcm1	YIL122W
Mcm1	YHR098C
Mcm1	YDR278C
Mcm1	YBR037C
Mcm1	YFL014W
Mcm1	YFL014W
Mcm1	YMR123W
Mcm1	YMR123W
Mcm1	YER133W
Mcm1	YER133W
Mcm1	YLR287C
Mcm1	YJL051W
Mcm1	YDR183W
Mcm1	YOR093C
Mcm1	YCL024W
Mcm1	YDR308C
Mcm1	YBR157C
Mcm1	YLR084C
Mcm1	YNL339C
Mcm1	YGR126W
Mcm1	YGR126W
Mcm1	YNL101W
Mcm1	YBR202W
Mcm1	YMR002W
Mcm1	YBR038W
Mcm1	YLR332W
Mcm1	YBR160W
Mcm1	YML119W
Mcm1	YML119W
Mcm1	YOL058W
Mcm1	YOL058W
Mcm1	YLR154C-G
Mcm1	YJR100C
Mcm1	YLR130C
Mcm1	YLR130C
Mcm1	YER001W
Mcm1	YKL186C
Mcm1	YKL186C
Mcm1	YPR108W
Mcm1	YPR108W
Mcm1	YNL146W
Mcm1	YIL077C
Mcm1	YIL077C
Mcm1	YML053C
Mcm1	YML053C
Mcm1	YJR090C
Mcm1	YMR121C
Mcm1	YMR121C
Mcm1	YGR077C
Mcm1	YML058W-A
Mcm1	YDR028C
Mcm1	YPL236C
Mcm1	YFL025C
Mcm1	YHR006W
Mcm1	YER160C
Mcm1	YAR018C
Mcm1	YEL040W
Mcm1	YGR014W
Mcm1	YMR252C
Mcm1	YLR030W
Mcm1	YER159C-A
Mcm1	YDR146C
Mcm1	YDR146C
Mcm1	YHR149C
Mcm1	YKL163W
Mcm1	YLR040C
Mcm1	YCR024C-A
Mcm1	YPL187W
Mcm1	YGR229C
Mcm1	YHR022C-A
Mcm1	YIL123W
Mcm1	YPR112C
Mcm1	YPR157W
Mcm1	YDL044C
Mcm1	YKL178C
Mcm1	YKL178C
Mcm1	YCL025C
Mcm1	YDR148C
Mcm1	YEL044W
Mcm1	YDR030C
Mcm1	YBL001C
Mcm1	YKL040C
Mcm1	YKL040C
Mcm1	YDR373W
Mcm1	YDR042C
Mcm1	YHL008C
Mcm1	YHL008C
Mcm1	YKR067W
Mcm1	YEL005C
Mcm1	YMR199W
Mcm1	YNL329C
Mcm1	YKL039W
Mcm1	YIL107C
Mcm1	YIL107C
Mcm1	YMR194W
Mcm1	YMR194W
Mcm1	YER159C
Mcm1	YER159C
Mcm1	YEL047C
