#TF	target
Oaf3	YML043C
Oaf3	YPR036W
Oaf3	YGR248W
Oaf3	YMR240C
Oaf3	YEL060C
Oaf3	YMR037C
Oaf3	YPL025C
Oaf3	YMR069W
Oaf3	YLR344W
Oaf3	YLR205C
Oaf3	YFL022C
Oaf3	YDR243C
Oaf3	YOL113W
Oaf3	YMR009W
Oaf3	YJR147W
Oaf3	YDR343C
Oaf3	YKR009C
Oaf3	YNL338W
Oaf3	YMR272C
Oaf3	YNL204C
Oaf3	YFL064C
Oaf3	YBR134W
Oaf3	YGL055W
Oaf3	YOL055C
Oaf3	YGL155W
Oaf3	YJL134W
Oaf3	YDL220C
Oaf3	YNL144C
Oaf3	YGL075C
Oaf3	YLL019C
Oaf3	YDR010C
Oaf3	YBL078C
Oaf3	YGL180W
Oaf3	YJL045W
Oaf3	YDR072C
Oaf3	YDR439W
Oaf3	YFL031W
Oaf3	YPL266W
Oaf3	YPR195C
Oaf3	YDR256C
Oaf3	YPL177C
Oaf3	YLR399C
Oaf3	YMR008C
Oaf3	YBL030C
Oaf3	YER107C
Oaf3	YDL078C
Oaf3	YLR377C
Oaf3	YNL161W
Oaf3	YLR111W
Oaf3	YGR295C
Oaf3	YLR152C
Oaf3	YNL240C
Oaf3	YMR122C
Oaf3	YOR259C
Oaf3	YJL048C
Oaf3	YBL109W
Oaf3	YNL326C
Oaf3	YPR183W
Oaf3	YGL184C
Oaf3	YMR145C
Oaf3	YMR145C
Oaf3	YPR074C
Oaf3	YHR106W
Oaf3	YOR313C
Oaf3	YGR250C
Oaf3	YML089C
Oaf3	YER074W
Oaf3	YLR406C
Oaf3	YNL231C
Oaf3	YHR149C
Oaf3	YBR068C
Oaf3	YNL107W
Oaf3	YGR042W
Oaf3	YLL066C
Oaf3	YMR016C
Oaf3	YOR056C
Oaf3	YIL034C
Oaf3	YMR042W
Oaf3	YOR381W
Oaf3	YLR149C
Oaf3	YKR092C
Oaf3	YIL160C
Oaf3	YDL048C
Oaf3	YKR096W
Oaf3	YLR437C
Oaf3	YGL007W
Oaf3	YNR019W
Oaf3	YNR019W
Oaf3	YGR087C
Oaf3	YMR251W
Oaf3	YDL192W
Oaf3	YPL136W
Oaf3	YLR304C
Oaf3	YNL110C
Oaf3	YGL096W
Oaf3	YOR065W
Oaf3	YGR223C
Oaf3	YOL061W
Oaf3	YBR256C
Oaf3	YAL040C
Oaf3	YJR094C
Oaf3	YDL049C
Oaf3	YJR104C
Oaf3	YDR456W
Oaf3	YGL031C
Oaf3	YDR490C
Oaf3	YNL329C
Oaf3	YDR207C
Oaf3	YML133C
Oaf3	YDL079C
Oaf3	YML101C
Oaf3	YMR135W-A
Oaf3	YDR060W
Oaf3	YIL057C
Oaf3	YOR123C
Oaf3	YBR126C
Oaf3	YKL110C
Oaf3	YNL241C
Oaf3	YIL172C
Oaf3	YDR040C
Oaf3	YOR348C
Oaf3	YOL086C
Oaf3	YEL029C
Oaf3	YDR535C
Oaf3	YOL154W
Oaf3	YMR316C-A
Oaf3	YGL172W
Oaf3	YPL283C
Oaf3	YOR176W
Oaf3	YFL055W
Oaf3	YOR022C
Oaf3	YHL025W
Oaf3	YLR327C
Oaf3	YKR015C
Oaf3	YKL183W
Oaf3	YHL049C
Oaf3	YKL182W
Oaf3	YIR018W
Gcr1	YHL034C
Gcr1	YDR418W
Gcr1	YDR418W
Gcr1	YLR035C-A
Gcr1	YDR472W
Gcr1	snR6
Gcr1	YPL179W
Gcr1	tV(CAC)H
Gcr1	YDR210C-C
Gcr1	YDR210C-C
Gcr1	YGR084C
Gcr1	YLR435W
Gcr1	YDL185W
Gcr1	YGR192C
Gcr1	YGR192C
Gcr1	tR(ACG)K
Gcr1	YDR316W
Gcr1	YDR050C
Gcr1	YDR050C
Gcr1	YDR064W
Gcr1	YDR064W
Gcr1	YHR092C
Gcr1	YER176W
Gcr1	YBL079W
Gcr1	YAL038W
Gcr1	YAL038W
Gcr1	YER137C-A
Gcr1	YDR235W
Gcr1	YOR354C
Gcr1	YDL053C
Gcr1	YDL091C
Gcr1	YKL152C
Gcr1	YKL152C
Gcr1	YOR063W
Gcr1	YOR063W
Gcr1	YGL063W
Gcr1	YAL039C
Gcr1	YHR140W
Gcr1	YCL040W
Gcr1	YCL040W
Gcr1	YLR044C
Gcr1	YLR044C
Gcr1	tK(CUU)K
Gcr1	YCR019W
Gcr1	YPL135W
Gcr1	YBL029W
Gcr1	YMR046W-A
Gcr1	YKL068W
Gcr1	YOL121C
Gcr1	YOL121C
Gcr1	YDR471W
Gcr1	YDR471W
Gcr1	YDL045W-A
Gcr1	tK(CUU)J
Gcr1	YGR214W
Gcr1	YGR214W
Gcr1	YGR038C-A
Gcr1	YGR038C-A
Gcr1	YBL073W
Gcr1	snR13
Gcr1	YER097W
Gcr1	YDR036C
Gcr1	YNL202W
Gcr1	YKL120W
Gcr1	snR190
Gcr1	YER098W
Gcr1	YER098W
Gcr1	YDR316W-A
Gcr1	YCR012W
Gcr1	YCR012W
Gcr1	YPR108W
Gcr1	YGR254W
Gcr1	YGR254W
Gcr1	YPR158W-A
Gcr1	YNL203C
Gcr1	YER138W-A
Gcr1	YDR316W-B
Gcr1	YGL136C
Gcr1	YBL107W-A
Gcr1	tH(GUG)E1
Gcr1	YGR026W
Gcr1	YIL162W
Gcr1	YCL065W
Gcr1	YBR056W
Gcr1	YGL012W
Gcr1	YKR027W
Gcr1	YHR174W
Gcr1	YHR174W
Gcr1	YER177W
Gcr1	YPR158W-B
Gcr1	YPR158W-B
Gcr1	YGR215W
Gcr1	YLR313C
Gcr1	YAR009C
Gcr1	YAR009C
Gcr1	YDR240C
Gcr1	YGL148W
Gcr1	YPR158W
Gcr1	YKL196C
Gcr1	YDL084W
Gcr1	YOR101W
Gcr1	YGL196W
Gcr1	snR70
Gcr1	YER117W
Gcr1	YER117W
Gcr1	YOL086C
Gcr1	YOL086C
Gcr1	YBR196C
Gcr1	YBR196C
Rim101	YMR256C
Rim101	YLR048W
Rim101	YGL258W
Rim101	YCR107W
Rim101	YMR172C-A
Rim101	YBR086C
Rim101	YLR080W
Rim101	YDR278C
Rim101	YDR134C
Rim101	YIL170W
Rim101	YIL119C
Rim101	YFR045W
Rim101	YOR094W
Rim101	YOR093C
Rim101	YBR072W
Rim101	YJL221C
Rim101	YKR036C
Rim101	YFR037C
Rim101	YNL232W
Rim101	YGL101W
Rim101	YPL086C
Rim101	YDL214C
Rim101	YER045C
Rim101	YPL085W
Rim101	YIL171W
Rim101	YNL101W
Rim101	YPR111W
Rim101	YCR021C
Rim101	YIR020C
Rim101	YPR110C
Rim101	YCL056C
Rim101	YOL156W
Rim101	YER044C
Rim101	YER187W
Rim101	YHR088W
Rim101	YLR121C
Rim101	YDR343C
Rim101	YML116W
Rim101	YML116W
Rim101	YLL034C
Rim101	YGL234W
Rim101	YIR038C
Rim101	YPR108W
Rim101	YOR306C
Rim101	YOR306C
Rim101	YPL209C
Rim101	YDR441C
Rim101	YPL188W
Rim101	YDR285W
Rim101	YDR028C
Rim101	YNL087W
Rim101	YMR065W
Rim101	YKL219W
Rim101	YMR319C
Rim101	YMR319C
Rim101	YHR028C
Rim101	YLR011W
Rim101	YDR315C
Rim101	YCR063W
Rim101	YMR017W
Rim101	YDR473C
Rim101	YDR133C
Rim101	YDR133C
Rim101	YGL001C
Rim101	YLL011W
Rim101	YAL004W
Rim101	YKL040C
Rim101	YKR040C
Rim101	YOL157C
Rim101	YOL115W
Rim101	YJR011C
Rim101	YJL060W
Rim101	YKL039W
Rim101	YNR060W
Rim101	YIL172C
Rim101	YDR323C
Rim101	YEL070W
Rim101	YMR172W
Rim101	YER007C-A
Rim101	YAL063C
Rim101	YOL013W-A
Rim101	YKL220C
Rim101	YMR173W-A
Rim101	YMR173W-A
Rim101	YLR413W
Rim101	YBR087W
Rim101	YAL067C
Rim101	YNL265C
Rim101	YML097C
Rim101	YJL204C
Rim101	YMR171C
Rim101	YDR279W
Rim101	YDR284C
Rim101	YPL241C
Rim101	YDR282C
Rim101	YFR044C
Rim101	YCL055W
Rim101	YKL138C-A
Rim101	YOR251C
Rim101	YPR065W
Rim101	YMR173W
Rim101	YMR173W
Rim101	YCR032W
Rim101	YMR135C
Rim101	YMR259C
Rim101	YER142C
Rim101	YKR042W
Rim101	YDR371W
Rim101	YDR442W
Rim101	YJR158W
Rim101	YJL157C
Rim101	YBR280C
Rim101	YPR013C
Rim101	YLR367W
Rim101	YML005W
Rim101	tE(CUC)D
Rim101	YGR150C
Rim101	YFR041C
Rim101	YDR089W
Rim101	YMR258C
Rim101	YAL027W
Rim101	YAL065C
Rim101	YAR050W
Rim101	YDR370C
Rim101	YDL245C
Rim101	YGR168C
Rim101	YCR028C
Rim101	YGR249W
Rim101	YIL099W
Rim101	YCR018C-A
Rim101	YPR109W
Rim101	YJL203W
Rim101	YMR136W
Rim101	YAL068C
Rim101	YCR019W
Rim101	YOL082W
Rim101	YDR393W
Rim101	YER186C
Rim101	YDL246C
Rim101	YDR129C
Rim101	YNL285W
Rim101	YGR089W
Rim101	YKL179C
Rim101	YPL208W
Rim101	YOR319W
Rim101	YLR047C
Rim101	YDR084C
Rim101	YGR191W
Rim101	YBL029W
Rim101	YPR107C
Rim101	YNL327W
Rim101	YAL064C-A
Rim101	YFL061W
Rim101	YJL219W
Crz1	YKL211C
Crz1	YDR342C
Crz1	YCR107W
Crz1	YGL141W
Crz1	YHR137W
Crz1	YDR543C
Crz1	YDL001W
Crz1	YGL142C
Crz1	YBL056W
Crz1	YDR065W
Crz1	YMR280C
Crz1	YGR214W
Crz1	YKL085W
Crz1	YDR371W
Crz1	YIR019C
Crz1	YNR001C
Crz1	YNL100W
Crz1	YHR202W
Crz1	YCR106W
Crz1	YDL248W
Crz1	YDL248W
Crz1	YPR070W
Crz1	YLR162W
Crz1	YGL144C
Crz1	YDL150W
Crz1	YDR439W
Crz1	YOL075C
Crz1	YPL036W
Crz1	YAL028W
Crz1	YAL028W
Crz1	YPL034W
Crz1	YDL156W
Crz1	YDR370C
Crz1	YFR015C
Crz1	YDL155W
Crz1	YGL038C
Crz1	YBL109W
Crz1	YCR105W
Crz1	YGL253W
Crz1	YGL253W
Crz1	YOR101W
Crz1	YPR057W
Crz1	YPL213W
Crz1	YBR126C
Crz1	YCR104W
Crz1	YFL034C-A
Crz1	YKL130C
Crz1	YDR040C
Crz1	YDR040C
Crz1	YBR244W
Crz1	YBR244W
Crz1	YBL057C
Crz1	YMR083W
Crz1	YMR083W
Crz1	YPR201W
Cup9	YDL037C
Cup9	YMR193W
Cup9	YMR193W
Cup9	YGR271W
Cup9	YIL170W
Cup9	YBR210W
Cup9	YBR210W
Cup9	YHR155W
Cup9	YKL162C-A
Cup9	YBR291C
Cup9	snR37
Cup9	YBL044W
Cup9	YHR017W
Cup9	snR59
Cup9	YGL001C
Cup9	YPL198W
Cup9	YMR135W-A
Cup9	YLR416C
Cup9	YDL102W
Cup9	YGR080W
Cup9	YMR013C
Cup9	YEL070W
Cup9	YBR074W
Cup9	YNL289W
Cup9	YJR157W
Cup9	YFR005C
Cup9	YDL149W
Cup9	YDR446W
Cup9	YIL100W
Cup9	YBL043W
Cup9	YOR032C
Cup9	YKL009W
Cup9	YKL009W
Cup9	YGR234W
Cup9	snR44
Cup9	YDR442W
Cup9	snR71
Cup9	YDR495C
Cup9	YFR006W
Cup9	YBL030C
Cup9	YDL245C
Cup9	YIL099W
Cup9	YKR092C
Cup9	YBR166C
Cup9	YLR335W
Cup9	YOR049C
Cup9	YDR063W
Cup9	YDR063W
Cup9	YEL071W
Cup9	YBL029W
Cup9	YKR093W
Cup9	YDR076W
Cup9	YDL026W
Cup9	YOR178C
Cup9	YOR314W
Cup9	YIL119C
Cup9	YAL041W
Cup9	YHL015W
Cup9	YJR015W
Cup9	YDR259C
Cup9	YJR093C
Cup9	snR190
Cup9	YIR020C
Cup9	YNL001W
Cup9	YNL001W
Cup9	YOL156W
Cup9	YGR248W
Cup9	YMR069W
Cup9	YJR100C
Cup9	YGR059W
Cup9	YLL001W
Cup9	YDR441C
Cup9	YKL045W
Cup9	YEL040W
Cup9	YMR016C
Cup9	YCR024C-A
Cup9	YLR286C
Cup9	YDR042C
Cup9	YDL168W
Cup9	snR128
Cup9	YGR026W
Cup9	YOR222W
Cup9	YGR199W
Cup9	YOL091W
Cup9	YJR158W
Cup9	YJL192C
Cup9	YPR013C
Cup9	YDL075W
Cup9	YDL075W
Cup9	snR57
Cup9	YJR159W
Cup9	YGL077C
Cup9	snR67
Cup9	YDL246C
Cup9	YEL041W
Cup9	YDL056W
Cup9	YDR077W
Met4	YIL047C
Met4	YPL056C
Met4	YOR162C
Met4	YGR161C
Met4	YLR267W
Met4	YBL049W
Met4	YPR150W
Met4	YPR080W
Met4	YLR266C
Met4	YOR230W
Met4	YMR251W-A
Met4	YOL012C
Met4	YOR316C
Met4	YDR232W
Met4	YKL007W
Met4	YLL013C
Met4	YGR113W
Met4	YER091C-A
Met4	YLR303W
Met4	YLR303W
Met4	YOL111C
Met4	YDR254W
Met4	YGR055W
Met4	YGR055W
Met4	YKL062W
Met4	YJL158C
Met4	YML054C
Met4	YIL046W
Met4	YIL046W
Met4	YER154W
Met4	YOR236W
Met4	YHR097C
Met4	YGR084C
Met4	YLL034C
Met4	YDL125C
Met4	YNL144C
Met4	YNL257C
Met4	YDR010C
Met4	YIL056W
Met4	YDR072C
Met4	YJR146W
Met4	YDR508C
Met4	YMR008C
Met4	YER019C-A
Met4	YKL008C
Met4	YEL046C
Met4	YGL184C
Met4	YGL184C
Met4	YOR344C
Met4	YEL072W
Met4	YAL003W
Met4	YJL210W
Met4	YAL054C
Met4	YDL048C
Met4	YFL021W
Met4	YKR040C
Met4	YPR168W
Met4	YOR378W
Met4	YLR179C
Met4	YDR223W
Met4	YJR113C
Met4	YOL164W
Met4	YOL164W
Met4	YLL010C
Met4	YNL104C
Met4	YPL053C
Met4	YHR033W
Met4	YNR034W
Met4	YHR136C
Met4	YHR136C
Met4	YGL236C
Met4	YBR294W
Met4	YBR294W
Met4	YHR083W
Met4	YDL181W
Met4	YGR204W
Met4	YGR204W
Met4	YNL249C
Met4	YGL125W
Met4	YHR137W
Met4	YHR101C
Met4	YPR115W
Met4	YKL152C
Met4	YER092W
Met4	YHR007C
Met4	YHL024W
Met4	YOR032C
Met4	YHR112C
Met4	YHR112C
Met4	YPR065W
Met4	YBR296C
Met4	YDR096W
Met4	YJR145C
Met4	YJR145C
Met4	YJR138W
Met4	YPL062W
Met4	YHR102W
Met4	YLR368W
Met4	YGR060W
Met4	YDR011W
Met4	YMR037C
Met4	YFL022C
Met4	YOR302W
Met4	YJR147W
Met4	YDR041W
Met4	YBL048W
Met4	YPR039W
Met4	YIL118W
Met4	YDR111C
Met4	YPL177C
Met4	YFR030W
Met4	YFR030W
Met4	YGR146C
Met4	YIL165C
Met4	YIL165C
Met4	YER153C
Met4	YJL078C
Met4	YJL212C
Met4	YJL212C
Met4	YLR115W
Met4	YLR235C
Met4	YOL162W
Met4	YOL162W
Met4	YPL137C
Met4	YNL277W
Met4	YNL277W
Met4	YDR095C
Met4	YPL135W
Met4	YCR047C
Met4	YDR055W
Met4	YBR011C
Met4	YOR153W
Met4	YLR034C
Met4	YMR255W
Met4	YDR253C
Met4	YDR253C
Met4	YNL014W
Met4	YNL241C
Met4	YNL241C
Met4	YDR040C
Met4	YER046W
Met4	YOR348C
Met4	YHL036W
Met4	YHL036W
Met4	YKL096W
Met4	YOL121C
Met4	YDR525W-A
Met4	YPR153W
Met4	YPR194C
Met4	YPR194C
Met4	YDR226W
Met4	YPL068C
Met4	YJR115W
Met4	YDR054C
Met4	YLL005C
Met4	YLL059C
Met4	YPR035W
Met4	YDR073W
Met4	YPL222W
Met4	YPL018W
Met4	YLL004W
Met4	YCR098C
Met4	YOR054C
Met4	YCL024W
Met4	YPL223C
Met4	YOR349W
Met4	YDR259C
Met4	YPL019C
Met4	YJR010W
Met4	YJR010W
Met4	YNL256W
Met4	YML100W
Met4	YIR042C
Met4	YBR019C
Met4	YNL098C
Met4	YMR254C
Met4	YAL062W
Met4	YCR012W
Met4	YNL220W
Met4	YGL234W
Met4	YLR112W
Met4	YOR306C
Met4	YLL012W
Met4	YHR082C
Met4	YGR254W
Met4	YGR254W
Met4	YIL054W
Met4	YKL125W
Met4	YNL017C
Met4	YBR007C
Met4	YJL101C
Met4	YJL101C
Met4	YER152C
Met4	YPR167C
Met4	YPR167C
Met4	YDR047W
Met4	YJR119C
Met4	YOR163W
Met4	YCL025C
Met4	YEL044W
Met4	YAL012W
Met4	YAL012W
Met4	YFR035C
Met4	YBR020W
Met4	YPR152C
Met4	YDL049C
Met4	YDL124W
Met4	YER091C
Met4	YER091C
Met4	YOL110W
Met4	YIR017C
Met4	YIR017C
Met4	YOR085W
Met4	YMR011W
Met4	YDR247W
Met4	YLR237W
Met4	YPL017C
Met4	YEL047C
Met4	YAL053W
Met4	YJR095W
Met4	YLL057C
Met4	YDL058W
Met4	YDL180W
Met4	YLL058W
Met4	YLL058W
Met4	YLL033W
Met4	YGR281W
Met4	YCR048W
Met4	YLR241W
Met4	YKL182W
Met4	YEL059W
Met4	YIR018W
Met4	YLR301W
Met4	YLR137W
Met4	YLR114C
Met4	YCR005C
Met4	YBR213W
Met4	YBR213W
Met4	YJR120W
Met4	YLR092W
Met4	YLR092W
Met4	YDR065W
Met4	YER177W
Met4	YML122C
Met4	YOL052C-A
Met4	YPR040W
Met4	YNL221C
Met4	YOR031W
Met4	YGR280C
Met4	YMR135C
Met4	YDR169C
Met4	YKR042W
Met4	YEL045C
Met4	YIL055C
Met4	YLR081W
Met4	YGR256W
Met4	YKL109W
Met4	YJL100W
Met4	YMR070W
Met4	YHR071W
Met4	YNR049C
Met4	YAL005C
Met4	YPR038W
Met4	YPL016W
Met4	YHR043C
Met4	YGL180W
Met4	YAL061W
Met4	YNL037C
Met4	YNL278W
Met4	YDL059C
Met4	YDL059C
Met4	YPL055C
Met4	YPR158W
Met4	YNL231C
Met4	YNL160W
Met4	YMR136W
Met4	YJR137C
Met4	YJR137C
Met4	YML121W
Met4	YGR087C
Met4	YNL036W
Met4	YAL040C
Met4	YHL037C
Met4	YLR180W
Met4	YLR180W
Met4	YKL129C
Met4	YHR113W
Met4	YML101C
Met4	YNL103W
Met4	YNL103W
Met4	YDR231C
Met4	YNL030W
Met4	YER020W
Met4	YLL025W
Met4	YNL031C
Met4	YMR275C
Met4	YKL001C
Met4	YKL001C
Met4	YNL016W
Met4	YLR236C
Met4	YOL011W
Met4	YDR510W
Met4	YGR032W
Met4	YPL054W
Met4	YBR293W
Cad1	YOR192C
Cad1	YHR055C
Cad1	YER038C
Cad1	YER060W-A
Cad1	YMR196W
Cad1	YDR034W-B
Cad1	YDR034W-B
Cad1	YKR080W
Cad1	YPL089C
Cad1	YMR105C
Cad1	YIL119C
Cad1	YFL014W
Cad1	YNL115C
Cad1	YPL171C
Cad1	YLL054C
Cad1	YKL132C
Cad1	YOR303W
Cad1	YGR201C
Cad1	YHR049W
Cad1	YPR004C
Cad1	YBR072W
Cad1	YPR184W
Cad1	YLR455W
Cad1	YJL170C
Cad1	YKL101W
Cad1	YDR459C
Cad1	YKL086W
Cad1	YGR171C
Cad1	YJL029C
Cad1	YNL178W
Cad1	YDR036C
Cad1	YOR010C
Cad1	YKL120W
Cad1	YNL134C
Cad1	YER045C
Cad1	YLL065W
Cad1	YLR251W
Cad1	YDR135C
Cad1	YPR047W
Cad1	YGR043C
Cad1	YMR315W
Cad1	YOL156W
Cad1	YGR248W
Cad1	YHR088W
Cad1	YLR121C
Cad1	YER140W
Cad1	YAL062W
Cad1	YNL220W
Cad1	YHR097C
Cad1	YBR153W
Cad1	YHL021C
Cad1	YML116W
Cad1	YGL234W
Cad1	YAL037W
Cad1	YLR108C
Cad1	YLR214W
Cad1	YDR441C
Cad1	YHR018C
Cad1	YNL141W
Cad1	YJR096W
Cad1	YOR172W
Cad1	YDL099W
Cad1	YJR013W
Cad1	YDR399W
Cad1	YNL087W
Cad1	YLR178C
Cad1	YEL046C
Cad1	YMR169C
Cad1	YLR125W
Cad1	YOR184W
Cad1	YBR008C
Cad1	YGL116W
Cad1	YMR319C
Cad1	YJL101C
Cad1	YBL008W
Cad1	YHR008C
Cad1	YBR046C
Cad1	YDR384C
Cad1	YKL154W
Cad1	YLR126C
Cad1	YKL071W
Cad1	YLR058C
Cad1	YML128C
Cad1	YEL044W
Cad1	YLR177W
Cad1	YKL040C
Cad1	YOL157C
Cad1	YMR062C
Cad1	YJR011C
Cad1	YKL039W
Cad1	YDL239C
Cad1	YMR300C
Cad1	YNL180C
Cad1	YBL029C-A
Cad1	YKL102C
Cad1	YHR053C
Cad1	YDL021W
Cad1	YJL116C
Cad1	YLL058W
Cad1	YBR295W
Cad1	YOR173W
Cad1	YDR197W
Cad1	YOR128C
Cad1	YAL063C
Cad1	YOL119C
Cad1	YJR044C
Cad1	YHR133C
Cad1	YGR079W
Cad1	YMR090W
Cad1	YMR250W
Cad1	YKL107W
Cad1	YBL064C
Cad1	YHL040C
Cad1	YKL029C
Cad1	YBL098W
Cad1	YLR022C
Cad1	YBR056W
Cad1	YBL009W
Cad1	YMR038C
Cad1	YGL157W
Cad1	YLR255C
Cad1	YHR007C
Cad1	YNR045W
Cad1	YLR109W
Cad1	YMR044W
Cad1	YAR015W
Cad1	YDR152W
Cad1	YDR132C
Cad1	YGR233C
Cad1	YGR233C
Cad1	YOL052C-A
Cad1	YGR234W
Cad1	YBR296C
Cad1	YGL128C
Cad1	YAL011W
Cad1	YKR052C
Cad1	YCR037C
Cad1	YBL034C
Cad1	YKR039W
Cad1	YKL033W
Cad1	YLR359W
Cad1	YHR029C
Cad1	YLR456W
Cad1	YIR019C
Cad1	YEL045C
Cad1	YLR081W
Cad1	YER006W
Cad1	YER158C
Cad1	YGR256W
Cad1	YJL100W
Cad1	YHR047C
Cad1	YJL171C
Cad1	YBR280C
Cad1	YDR011W
Cad1	YPR013C
Cad1	YNL062C
Cad1	YKL087C
Cad1	YPL165C
Cad1	YNR034W-A
Cad1	YKR081C
Cad1	YOR302W
Cad1	YJR132W
Cad1	YMR120C
Cad1	YBR117C
Cad1	YFL030W
Cad1	YDR322C-A
Cad1	YIL118W
Cad1	YPL051W
Cad1	YMR189W
Cad1	YLL060C
Cad1	YBR241C
Cad1	YGL158W
Cad1	YGL158W
Cad1	YHR077C
Cad1	YDR370C
Cad1	YIR021W
Cad1	YMR096W
Cad1	YDR533C
Cad1	YGR249W
Cad1	YOR285W
Cad1	YOR285W
Cad1	YOR313C
Cad1	YBR102C
Cad1	YPL186C
Cad1	YNR053C
Cad1	YNR053C
Cad1	YHR091C
Cad1	YLL066C
Cad1	YCL026C-A
Cad1	YCL026C-A
Cad1	YDR137W
Cad1	YDR001C
Cad1	YOR315W
Cad1	YPL178W
Cad1	YKL103C
Cad1	YKR071C
Cad1	YHL039W
Cad1	YKL155C
Cad1	YLR106C
Cad1	YIL045W
Cad1	YOR011W
Cad1	YER124C
Cad1	YER124C
Cad1	YJL088W
Cad1	YDL110C
Cad1	YNL274C
Cad1	YLR222C
Cad1	YGL117W
Cad1	YPR048W
Cad1	YOR153W
Cad1	YMR175W
Cad1	YBL029W
Cad1	YBL029W
Cad1	YGR238C
Cad1	YER046W
Cad1	YLR397C
Cad1	YDL223C
Cad1	YOR165W
Cad1	YMR220W
Cad1	YAL044C
Cad1	YBR116C
Cad1	YBR203W
Cad1	YBR103W
Rpn4	YML048W
Rpn4	YOR280C
Rpn4	YEL004W
Rpn4	YKL010C
Rpn4	YJL037W
Rpn4	YNL251C
Rpn4	YNL251C
Rpn4	YML090W
Rpn4	YCR061W
Rpn4	YDL148C
Rpn4	YDL148C
Rpn4	YNL232W
Rpn4	YOR007C
Rpn4	YOR007C
Rpn4	YCL008C
Rpn4	YJR108W
Rpn4	YDL095W
Rpn4	YPL070W
Rpn4	YCL056C
Rpn4	YML049C
Rpn4	YER044C
Rpn4	YBL022C
Rpn4	YBL022C
Rpn4	YGR047C
Rpn4	YER143W
Rpn4	YER143W
Rpn4	YPL209C
Rpn4	YKL210W
Rpn4	YKL195W
Rpn4	YMR012W
Rpn4	YGL047W
Rpn4	YGL047W
Rpn4	YDR372C
Rpn4	YKL219W
Rpn4	YLR421C
Rpn4	YJL038C
Rpn4	YHR028C
Rpn4	YNL145W
Rpn4	YNL145W
Rpn4	YCL002C
Rpn4	YFR004W
Rpn4	YFR004W
Rpn4	YML092C
Rpn4	YML092C
Rpn4	YLL037W
Rpn4	YGL048C
Rpn4	YGL048C
Rpn4	YFL056C
Rpn4	YFL056C
Rpn4	YGL001C
Rpn4	YKL147C
Rpn4	YCR015C
Rpn4	YOR298W
Rpn4	YEL070W
Rpn4	YGL172W
Rpn4	YDL115C
Rpn4	YDL143W
Rpn4	YGL195W
Rpn4	YOR353C
Rpn4	YHR001W
Rpn4	YOR297C
Rpn4	YLL039C
Rpn4	YMR186W
Rpn4	YGR209C
Rpn4	YPR091C
Rpn4	YJL094C
Rpn4	YDR427W
Rpn4	YDR427W
Rpn4	YER095W
Rpn4	YDR286C
Rpn4	YBR101C
Rpn4	YKL009W
Rpn4	YCR004C
Rpn4	YNL156C
Rpn4	YER142C
Rpn4	YER142C
Rpn4	YDR426C
Rpn4	YPL071C
Rpn4	YNL164C
Rpn4	YOR261C
Rpn4	YOR261C
Rpn4	YLR367W
Rpn4	YER021W
Rpn4	YER021W
Rpn4	YCL010C
Rpn4	YKL145W
Rpn4	YKL145W
Rpn4	YMR276W
Rpn4	YMR276W
Rpn4	YJR006W
Rpn4	YLR422W
Rpn4	YBR049C
Rpn4	YBR049C
Rpn4	YFR010W
Rpn4	YFR010W
Rpn4	YOR260W
Rpn4	YOR260W
Rpn4	YDL147W
Rpn4	YOL082W
Rpn4	YOL082W
Rpn4	YDR151C
Rpn4	YDR031W
Rpn4	YGR253C
Rpn4	YGR253C
Rpn4	YGR135W
Rpn4	YGR135W
Rpn4	YBR137W
Rpn4	YBR110W
Rpn4	YPL208W
Rpn4	YOR319W
Rpn4	YOR053W
Rpn4	YBR284W
Rpn4	YOR318C
Rpn4	YDL140C
Rpn4	YCR008W
Rpn4	YNL337W
Rpn4	YJR088C
Rpn4	YFL057C
Rpn4	YFL057C
Rpn4	YJL148W
Rpn4	YOR055W
Rpn4	YOR262W
Rpn4	YML008C
Rpn4	YER133W
Rpn4	YKL026C
Rpn4	YGR224W
Rpn4	YCR002C
Rpn4	YJL002C
Rpn4	YMR239C
Rpn4	YBR283C
Rpn4	YNL339C
Rpn4	YGL010W
Rpn4	YGL010W
Rpn4	YNL101W
Rpn4	YDR287W
Rpn4	YNL155W
Rpn4	YNL155W
Rpn4	YKL015W
Rpn4	YKL015W
Rpn4	YCR012W
Rpn4	YGR142W
Rpn4	YBR153W
Rpn4	YPR108W
Rpn4	YPR108W
Rpn4	YBR109C
Rpn4	YBR109C
Rpn4	YDR270W
Rpn4	YDR270W
Rpn4	YDR028C
Rpn4	YDR028C
Rpn4	YDR066C
Rpn4	YGL122C
Rpn4	YGL122C
Rpn4	YOR259C
Rpn4	YOR259C
Rpn4	YNL250W
Rpn4	YGL011C
Rpn4	YGL011C
Rpn4	YDR030C
Rpn4	YDR373W
Rpn4	YKL040C
Rpn4	YEL037C
Rpn4	YEL037C
Rpn4	YDL114W
Rpn4	YEL005C
Rpn4	YKL039W
Rpn4	YCR093W
Rpn4	YML007W
Rpn4	YML007W
Rpn4	YCL009C
Rpn4	YKL016C
Rpn4	YKL016C
Rpn4	YDR159W
Rpn4	YBL087C
Rpn4	YER007C-A
Rpn4	YKL220C
Rpn4	YKL077W
Rpn4	YBL023C
Rpn4	YBL023C
